"Neighborhood","Venue Category","Venue","Id","Neighborhood_Latitude","Neighborhood_Longitude","Location_Formatted_Address","Categories_Name","Location_Address","Location_Postal_Code","Location_City","Location_State","cluster_Label"
"Nigdi","Park","Bhakti Shakti Park","4dfcbb1a62846d918b951464",18.66457466,73.77061577,"Nigdi","Park","Nigdi","null","Pune","Maharashtra",1
"Koregaon park","Park","Prime Park","4e32d73ea8097f47f4a25611",18.539218,73.89871,"Koregaon park","Park","Koregaon park","null","Pune","Maharashtra",0
"Sknmc","Park","juice center","509b594de4b08e75e65568ef",18.46142101,73.82818798,"Sknmc","Park","Sknmc","null","Pune","Maharashtra",2
"North Main Rd","Park","Joggers Park","4e32d65245ddcff0a758d634",18.5073252,73.83251309,"North Main Rd (Koregaon Park)","Park","North Main Rd","null","Pune","Maharashtra",2
"Aundh � � � � � �","Park","Aundh Garden","51447a87e4b0da933898236b",18.56238919,73.80950282,"(Marutrao Gaikwad Udyaan)","Park","(Marutrao Gaikwad Udyaan)",411007,"Pune","Maharashtra",2
"Kothrud","Park","Thorat Udyan Jogging Track","5196de3d498ea88eedc8527e",18.50327281,73.81217962,"Near Shivaji Putala","Park","Near Shivaji Putala","null","Pune","Maharashtra",2
"Mundhwa","Park","Mundhwa Public Ground","512e1a8be4b089b91d1e4589",18.532466,73.899222,"Mundhwa","Park","Mundhwa","null","Pune","Maharashtra",0
"Wakad, Pimpri Chinchwad","Park","Park @ Wakad","4f578faae4b00c3d96833fe2",18.5483659,73.76947288,"Shri Chatrapati Shivaji Maharaj Rd, Wakad, Pimpri Chinchwad, Maharashtra","Park","Shri Chatrapati Shivaji Maharaj Rd, Wakad, Pimpri Chinchwad, Maharashtra","null","Pune","Maharashtra",2
"P.C.N.T. � � � � �","Park","Ganesh Talav Udyaan","50fbef4fe4b0c9cf8cd4ec29",18.65554138,73.76024556,"Near Ganesh Talav, Sector 28 (PCNTDA, Pradhikaran)","Park","Near Ganesh Talav, Sector 28",411044,"Pune","Maharashtra",1
"Kothrud","Park","T.T. Garden","4e8c89b2b803540e78674c54",18.5034376,73.81115875,"Near Shivaji Putala","Park","Near Shivaji Putala","null","Pune","Maharashtra",2
"Khondhwa KH � � �","Park","The Green Spot","4d5d678c775f8cfa05cec1e0",18.47029746,73.89008214,"kondhwa rd","Park","null",411048,"Pune","Maharashtra",0
"Wagholi","Park","Ganga retreat countryside","4ebab26c9911053f4e263c39",18.55491201,73.96538008,"Wagholi","Park","Wagholi","null","Pune","Maharashtra",0
"Aundh � � � � � �","Park","Mantri Kishor Park","4e4bf0401838fe3c818e2252",18.54391725,73.83691772,"Ashok Nagar (Range hill road)","Park","Ashok Nagar",411007,"Pune","Maharashtra",2
"Ganesh Nagar","Park","tata garden","50e81d3ae4b05b31e0a8fd20",18.56012095,73.92797102,"Ganesh Nagar (Nagar Hiway)","Park","Ganesh Nagar","null","Pune","Maharashtra",0
"C D A � � � � � �","Park","Shahu Modak Park","4d6908cffd7ea35df6f09f4a",18.5331448,73.89598489,"South Main Road, Koregaon Park","Park","South Main Road, Koregaon Park",411001,"Pune","Maharashtra",0
"Bund Garden","Park","Joggers Park","4dd87483b0fb8af380a1026e",18.54138428,73.88144732,"Bund Garden","Park","Bund Garden","null","Pune","Maharashtra",0
"Pradhikaran","Park","G T Jogging Track","532908fc498e50685a9fbb92",18.65649601,73.76351481,"Pradhikaran (Ganesh Talav)","Park","Pradhikaran","null","Pune","Maharashtra",1
"Hill Mist Garden","Park","Hill Mist Garden Park","5327409d498eb947586225f3",18.475111,73.891199,"Hill Mist Garden (Kondhwa)","Park","Hill Mist Garden","null","Pune","Maharashtra",0
"Gokhalenagar � � �","Library","Library Sicsr","5f89461953a78673f4c0f594",18.533405,73.83344,"SICSR","Library","SICSR",411016,"Pune","Maharashtra",2
"Masulkar Colony �","Library","PCCA Library","4d7bff18f6f04eb93826f24e",18.63381259,73.80139178,"Shraddha Heritage,Near Pimpri Chinchwad muncipal corporation (Morwadi Pimpri,Pune)","Library","Shraddha Heritage,Near Pimpri Chinchwad muncipal corporation",411018,"Pune","Maharashtra",1
"Aundh � � � � � �","Library","Just Books Clc","4d1448966d103704133720bd",18.5605357,73.80490737,"Aundh","Library","Aundh",411007,"Pune","Maharashtra",2
"Bund Garden Road","Library","Peshwa Daftar [Maharashtra State Archives]","50361c96e4b0e3f1e5d9fc25",18.52612567,73.87867928,"Bund Garden Road","Library","Bund Garden Road","null","Pune","Maharashtra",0
"A.R. Shala � � � �","Library","British Library","4b3b05a9f964a520627025e3",18.52083595,73.84109819,"917/1, Fergusson College Road (Shivaji Nagar)","Library","917/1, Fergusson College Road",411004,"Pune","Maharashtra",2
"Lokmanyanagar � �","Library","Bharat Itihas Sanshodhak Mandal","50b1b5b9e4b0f2e7f16ab9e2",18.51069276,73.84963632,"1321 Sadashiv Peth","Library","1321 Sadashiv Peth",411030,"Pune","Maharashtra",2
"Pimpri,Pune","Library","Tata Motors Central Library","507be87fe4b08ed648ee036e",18.64840229,73.81869915,"Pimpri,Pune","Library","Pimpri,Pune","null","Pune","Maharashtra",1
"Ganesh Nagar","Library","Shabdasneha Library","4f278a91e4b03421b7fc00c0",18.48902181,73.82250737,"Ganga Vishnu Heights, Ganesh Nagar, Pune, Maharashtra","Library","Ganga Vishnu Heights, Ganesh Nagar, Pune, Maharashtra","null","Pune","Maharashtra",2
"Lokmanyanagar � �","Library","Study Qubes","598d2ce80e5da87109df07fa",18.508329,73.850709,"Near S.P. Biryanis (Tilak Riad)","Library","Near S.P. Biryanis",411030,"Pune","Maharashtra",2
"Patwardhan Baug","Library","Adarsh Book Library","4dc8b99a7d8b549a55f5b93d",18.50305144,73.84585482,"Patwardhan Baug","College Library","Patwardhan Baug","null","Pune","Maharashtra",2
"Bhusari Colony � �","Library","Shabdasneha Library - Kothrud Branch","5267519511d202d478299e2d",18.49645905,73.80164623,"E 1/3, Kumar Parisar, opposite Cosmos Bank, near Mahatma Society, (Kothrud)","Library","E 1/3, Kumar Parisar, opposite Cosmos Bank, near Mahatma Society,",411038,"Pune","Maharashtra",2
"C D A � � � � � �","Library","Albert Edward Reading Hall","54058693498ed2702bf752ee",18.51444052,73.8796908,"Camp (East Street Opposite Kwality Hotel)","Library","Camp",411001,"Pune","Maharashtra",0
"Kothrud","Library","Just Books CLC","50250a2be4b05ebc0cd55e8a",18.50390971,73.81891167,"Kothrud","Library","Kothrud","null","Pune","Maharashtra",2
"Bhusari Colony � �","Library","ace academy","51a30c19498e25e7a87a89ec",18.50159971,73.81589606,"Rohan Chambers, Above Sujata Mastani, Karve Putla, Kothrud","Library","Rohan Chambers, Above Sujata Mastani, Karve Putla, Kothrud",411038,"Pune","Maharashtra",2
"Sakal Nagar","Library","Nanasaheb Perulkar Library","4ede8722f9f436d1267992bf",18.54784334,73.82034659,"Sakal Nagar (Baner Road)","Library","Sakal Nagar","null","Pune","Maharashtra",2
"Khadki","Library","Bombay Sapper's Central Library","51a6ed11498e04439f282f78",18.55045509,73.86638641,"B.E.G. & Centre (Near Holkar Bridge)","Library","B.E.G. & Centre",411003,"Pune","Maharashtra",0
"Infosys Ph2","Library","Infosys Ph2 SDB4 Library","5136d098e4b08fc6ae349163",18.59713364,73.70732117,"Infosys Ph2 (Hinjewadi)","Library","Infosys Ph2","null","Pune","Maharashtra",1
"Infosys Phase 2","Library","Library @ Infosys","4ec9f4b9e300719917fde62d",18.59567998,73.70868309,"Infosys Phase 2","Library","Infosys Phase 2","null","Pune","Maharashtra",1
"Wanowarie","Library","Just Books","50c1e7cee4b077d5c49f6b42",18.49173667,73.90032719,"Wanowarie (Sacred World)","Library","Wanowarie","null","Pune","Maharashtra",0
"Gultekdi","Library","Mahaveer Prathisthan- Library","4fe19aa6e4b079e195df6c92",18.48912977,73.88017315,"Near Salisbury Park","Library","Near Salisbury Park","null","Pune","Maharashtra",0
"Crystal Castle","Library","Library","515d7067e4b00e3f808c274e",18.48178864,73.9045639,"Crystal Castle (Salunke Vihar Road)","Library","Crystal Castle","null","Pune","Maharashtra",0
"Infosys Ph2","Library","Infosys Ph2 SDB6 Library","5136cfb5e4b0b7e1c29b72d9",18.59668232,73.71147043,"Infosys Ph2 (Hinjewadi)","Library","Infosys Ph2","null","Pune","Maharashtra",1
"Sus Road","Elementary School","Lokseva E School","51440f2de4b0a40e37c4eb3d",18.54623035,73.78301433,"Sus Road","Elementary School","Sus Road","null","Pune","Maharashtra",2
"P.C.N.T. � � � � �","School","Jnana Prabodhini Navanagar Vidyalay","4e4880cfe4cd9d94fb3dfddf",18.65923233,73.76634736,"Sector 27, Sindhu Nagar (Pradhikaran, Nigadi)","School","Sector 27, Sindhu Nagar",411044,"Pune","Maharashtra",1
"Camp","School","The Bishop's School","4d1b0cf49aa5548188eccae0",18.51036945,73.88379069,"Camp","School","Camp","null","Pune","Maharashtra",0
"Bhandarkar Road","Private School","Dilip Oak Acadamy","4e734e67d22d2fd3143a20e2",18.51901636,73.83173544,"Bhandarkar Road","Private School","Bhandarkar Road","null","Pune","Maharashtra",2
"C D A � � � � � �","School","Shri Shivaji Preparatory Military Day School & Junior College (SSPMS)","519b641f498e1dd2ad5df1aa",18.53048134,73.86505127,"Near RTO (Sassoon Road)","School","Near RTO",411001,"Pune","Maharashtra",0
"Yerwada � � � � �","Academic Building","Kendriya Vidyalaya B.E.G","4e5545fe6284680b53555cc5",18.54442614,73.87838853,"Kendriya Vidyalaya B.E.G (Nr. Sadal Baba Dargah)","College Academic Building","Kendriya Vidyalaya B.E.G",411006,"Pune","Maharashtra",0
"DP Rd, Paud Rd","High School","Paranjape Vidya Mandir","4e413d90e4cd432464349d5f",18.50221989,73.80606773,"DP Rd, Paud Rd","High School","DP Rd, Paud Rd","null","Pune","Maharashtra",2
"A.R. Shala � � � �","Middle School","Abhinava Vidyalaya Primary School","4e8af71e0aaf72bf63518912",18.5039767,73.82545395,"Near Dashabhuja Ganapati Mandir (Karve Rd)","Middle School","Near Dashabhuja Ganapati Mandir",411004,"Pune","Maharashtra",2
"Lokmanyanagar � �","High School","????? ????????? (Dnayan Prabodhini)","4bd394efcaff95219153d5f0",18.51214703,73.84565668,"510, Sadashiv Peth","High School","510, Sadashiv Peth",411030,"Pune","Maharashtra",2
"Gondhale Nagar � �","High School","Vibgyor High school","4d36e2ce00946ea8d4a184ec",18.46834652,73.90617205,"Survey no 14/1 (Dorabjee Road, Kondwa)","High School","Survey no 14/1",411028,"Pune","Maharashtra",0
"Bibvewadi � � � �","School","Crescent High School","4eef05806c25c7f9d3c70d8a",18.49234219,73.86776962,"Sr. No. 345 (Sate Vadgaon Maval, Gultekadi)","School","Sr. No. 345",411037,"Pune","Maharashtra",2
"Baner","School","Indira Kids School","4b66646bf964a52001202be3",18.56201291,73.77875626,"Baner","School","Baner","null","Pune","Maharashtra",1
"Bajirao Road � � �","High School","Ornellas High School","4eef19d51081141e9498d2ce",18.51595252,73.87097597,"Quarter Gate (Nana Peth)","High School","Quarter Gate",411002,"Pune","Maharashtra",0
"Sanjay Park","Elementary School","IEC Brighter Learning Academy Preschool","5055ce8ce4b0c3ed1f5cd074",18.5711711,73.90377212,"Plot No.9 Sanjay Park","Elementary School","Plot No.9 Sanjay Park","null","Pune","Maharashtra",0
"NIBM Rd","Nursery School","Serra International School","4f520d33e4b0336533832d74",18.51961345,73.9010047,"NIBM Rd, Pune, Maharashtra","Nursery School","NIBM Rd, Pune, Maharashtra","null","Pune","Maharashtra",0
"Aundh � � � � � �","School","Little Millennium","4f714271e4b0e30fddc2bb72",18.5530485,73.8057277,"Anand Park (Kirloskar House Lane, Aundh)","School","Anand Park",411007,"Pune","Maharashtra",2
"Mundhva � � � � �","Nursery School","orbis school","506be170e4b0fa7d3a648ef2",18.53265781,73.95008325,"Mundhwa (Manjari Road)","Nursery School","Mundhwa",411036,"Pune","Maharashtra",0
"Popular Nagar","High School","Modern Highschool","5045f8a2e4b074fa453fb59b",18.47928719,73.80240855,"Popular Nagar (Pune-Bangalore Highway)","High School","Popular Nagar","null","Pune","Maharashtra",2
"Prabhat Road","High School","Vimalabai Garware Prashala","520c333711d2e3879f97a856",18.51381424,73.84109366,"Prabhat Road (Opposite Deccan Police Station)","High School","Prabhat Road","null","Pune","Maharashtra",2
"Camp","High School","St. Annes High School","512f5b33e4b01e74562e4f1c",18.51350879,73.87674503,"Camp (Convent Street)","High School","Camp","null","Pune","Maharashtra",0
"Karvenagar","High School","Samrat Ashok Vidyalay","5297f2bd11d285c7c3655514",18.49049559,73.81617178,"Karvenagar","High School","Karvenagar","null","Pune","Maharashtra",2
"Khadki","High School","Lokmanya Tilak High School","5246c13111d281a0894f1caf",18.554483,73.867685,"Near Holkar Bridge, Khadki","High School","Near Holkar Bridge, Khadki","null","Pune","Maharashtra",0
"Bajirao Road � � �","Shop","Tulshibaug","4c63d8a2edb29c7431bf3da7",18.51405007,73.85492563,"Opposite Vishrambaug Wada, (Off Laxmi Road)","Miscellaneous Shop","Opposite Vishrambaug Wada,",411002,"Pune","Maharashtra",2
"Aundh � � � � � �","Department Store","Raj Shree Market","527ce67111d24a9d4bbe8429",18.55582678,73.80910163,"Anand Park (Aundh)","Department Store","Anand Park",411007,"Pune","Maharashtra",2
"Aundh � � � � � �","Salon / Barbershop","Enrich Salon","4f46449be4b04ef91d66402e",18.55579205,73.80891627,"Sayali Terrace, Flat No.1, 94 Anand Park, Roman 2, Iti Road, Opp. Hdfc Bank & Nr. Pizza Hut, Aundh","Salon / Barbershop","Sayali Terrace, Flat No.1, 94 Anand Park, Roman 2, Iti Road, Opp. Hdfc Bank & Nr. Pizza Hut, Aundh",411007,"Pune","Maharashtra",2
"Bhusari Colony � �","Jewelry","P. N. Gadgil Jewllers","4e01f1aed22db37fb029a4fc",18.51037355,73.81908317,"Shop #5, #127/2, Commerce Avenue (Paud Rd, Kothrud)","Jewelry Store","Shop #5, #127/2, Commerce Avenue",411038,"Pune","Maharashtra",2
"Nagar Road","Automotive","Darshan Tyres","4e2117cbb61cdcf1ecba6953",18.5579072,73.91008048,"Nagar Road (Viman Nagar)","Automotive Shop","Nagar Road","null","Pune","Maharashtra",0
"9 DRD � � � � � �","Gas Station","Shell","5b23ae276bdee6002cad94ac",18.55863318,73.93854942,"Mundhwa Rd (Kharadi Bypass)","Gas Station","Mundhwa Rd",411014,"Pune","Maharashtra",0
"9 DRD � � � � � �","Mall","Phoenix Market City","4df5a54a1fc7b84e0ea83e3e",18.56195072,73.91689539,"Survey No.-207, Behind Baker Gauges (I) Pvt. Ltd., Next to Tyco Electronics (Nagar Road)","Shopping Mall","Survey No.-207, Behind Baker Gauges (I) Pvt. Ltd., Next to Tyco Electronics",411014,"Pune","Maharashtra",0
"Warje � � � � � �","Gas Station","Shell Petrol Pump","4fb1282de4b0c0e08f103588",18.48800039,73.79541513,"Sr.No.116/1,Near Hotel Soundarya,Warje (NH-4)","Gas Station","Sr.No.116/1,Near Hotel Soundarya,Warje",411058,"Pune","Maharashtra",2
"Chandan nagar","Market","(OLD)Chandan nagar Market","4e5f2455b0fb27e2bd433fe3",18.56210025,73.93139249,"Chandan nagar","Market","Chandan nagar","null","Pune","Maharashtra",0
"Mangawadi","Mall","KK Market","4e3a00a062e10c0843d260dc",18.46921164,73.86001128,"Mangawadi (Pune-Satara rd)","Shopping Mall","Mangawadi","maharashtra","Pune","Maharashtra",2
"Armament � � � � �","Fruit & Vegetable Store","Bagban","5fd846f6daf52553a616b1f1",18.544698,73.790261,"Pashan Sus Road","Fruit & Vegetable Store","Pashan Sus Road",411021,"Pune","Maharashtra",2
"Aundh","Mall","Westend mall","5741cc7f498e6e2d5bbdc920",18.56181433,73.80722023,"Aundh","Shopping Mall","Aundh","null","Pune","Maharashtra",2
"C D A � � � � � �","Organic Grocery","Godrej Nature's Basket","52222591bce620cf80bbd39b",18.53667435,73.89722444,"Shop No. 1 and 2, Ground Floor, Business Square, Plot No.352/3, Lane No. 5, (Opposite Punjabi restaurant)","Organic Grocery","Shop No. 1 and 2, Ground Floor, Business Square, Plot No.352/3, Lane No. 5,",411001,"Pune","Maharashtra",0
"Bajirao Road � � �","Flea Market","Bohri Aali","4d5a1dbb3281b1f75378c22f",18.51439095,73.85972414,"Border of Budhwar and Raviwar Peth","Flea Market","Border of Budhwar and Raviwar Peth",411002,"Pune","Maharashtra",2
"Pune Mumbai Highway","Auto Dealer","Garve Hyundai","4f6336cce4b02cbb7dd00b12",18.59981961,73.75403439,"Pune Mumbai Highway","Auto Dealership","Pune Mumbai Highway","null","Pune","Maharashtra",1
"Pimpri","Bank","State Bank Of India","4cdb7db05aeda1cd1283bd11",18.6125586,73.81849926,"State Bank Building, Near, Hotel Kalasagar (Off Daichi,)","Bank","State Bank Building, Near, Hotel Kalasagar","null","Pune","Maharashtra",1
"Yerwada � � � � �","Gas Station","Bike-a-World","4e26fc0c149503e3719ba3c3",18.56619336,73.9184985,"Shop No 4 Siddhant Classic (Behind Baker Gauges Company)","Gas Station","Shop No 4 Siddhant Classic",411006,"Pune","Maharashtra",0
"Pashan","Flea Market","PASHAN CIRCLE BHAAJI MANDAI","500be00fe4b0c0877f003575",18.53729933,73.79428573,"p (Pashan circle)","Flea Market","p","null","Pune","Maharashtra",2
"Dapodi","Automotive","Sai Service","4bb04657f964a520443f3ce3",18.58905477,73.83061819,"Nr Sandwik Asia Company (Phugewadi)","Automotive Shop","Nr Sandwik Asia Company","null","Pune","Maharashtra",1
"Mundhva � � � � �","Gas Station","Bharat Petroleum","4fd448fbe4b0d1424078ceb2",18.53350094,73.92069731,"Mundwa","Gas Station","Mundwa",411036,"Pune","Maharashtra",0
"Swargate","Gas Station","Bharat Petroleum","4ee864e12c5b49765e46b698",18.50231997,73.85704224,"Swargate","Gas Station","Swargate","null","Pune","Maharashtra",2
"Moledina Road","Gas Station","HP Petrol Pump","4dd69731b0fb8af38070a31d",18.51956197,73.87603602,"Moledina Road","Gas Station","Moledina Road","null","Pune","Maharashtra",0
"Baner Gaon � � � �","Bank","HDFC Bank","4d4f3cf69d662d434ec94e00",18.55079894,73.79149953,"Baner Road (Baner)","Bank","Baner Road",411045,"Pune","Maharashtra",2
"C D A � � � � � �","Supermarket","Dorabjee's","4b63e8e4f964a520b7962ae3",18.51911584,73.87685023,"Moledina Road","Supermarket","Moledina Road",411001,"Pune","Maharashtra",0
"Gondhale Nagar � �","Mall","Amanora Town Centre","4e48cebb887781a619c97813",18.5187468,73.93520427,"Hadapsar - Kharadi Bypass road, Unit No.- GF-14 , Town Centre Amanora, Village Sandestranalli, Taluka Haveli","Shopping Mall","Hadapsar - Kharadi Bypass road, Unit No.- GF-14 , Town Centre Amanora, Village Sandestranalli, Taluka Haveli",411028,"Pune","Maharashtra",0
"9 DRD � � � � � �","Department Store","Dorabjees","4ef5ca3130f894d86712b017",18.56834644,73.90743133,"Off New Airport Rd (Viman Nagar)","Department Store","Off New Airport Rd",411014,"Pune","Maharashtra",0
"Pimpri","Market","Pimpri Market","4c5ed0fb2815c9280c7eb867",18.62184956,73.80229366,"Pimpri","Market","Pimpri","null","Pune","Maharashtra",1
"Baner Chs, Aundh Gaon","Gas Station","Gaikwad Petrol Pump","4d07940e54d0236a12f4fed5",18.55781557,73.80424543,"Baner Park Society, Baner Chs, Aundh Gaon","Gas Station","Baner Park Society, Baner Chs, Aundh Gaon","null","Pune","Maharashtra",2
"Sadashivpeth","Convenience Store","Grahak Peth","4e32bf81d1643f0b04af93a3",18.50764944,73.85063253,"Sadashivpeth (Tilak Road)","Convenience Store","Sadashivpeth","null","Pune","Maharashtra",2
"Warje","Gas Station","Vanzz Gas Pump","4f4ef3dde4b0c3e2787c60ca",18.48227403,73.80322426,"Warje, Pune, Maharashtra","Gas Station","Warje, Pune, Maharashtra","null","Pune","Maharashtra",2
"Bavdhan","Automotive","DSK TOYOTA","4da97fd793a04642f0673034",18.52230613,73.76943266,"Bavdhan (Mumbai Pune Highway)","Automotive Shop","Bavdhan","null","Pune","Maharashtra",2
"Tanajiwadi","Hospital","Sancheti Hospital","4bcf1cc8c564ef3b1744eff0",18.52958708,73.85293031,"Tanajiwadi, Ashok Nagar,Near COEP, (Shivaji Nagar,)","Hospital","Tanajiwadi, Ashok Nagar,Near COEP,","India","Pune","Maharashtra","#N/A"
"Laxmi Road","Supermarket","Daga Brothers","4f7bf31de4b04f0337fe7487",18.51430367,73.85109255,"Near Commonwealth Building (Laxmi Road)","Supermarket","Near Commonwealth Building","null","Pune","Maharashtra",2
"Aundh Camp � � � �","Grocery Store","Nature's Basket","4ec0e6b66da15b4ddf7d33e4",18.56379126,73.8074426,"Shop No. 155/1A, Kumar Crystal, Aundh","Grocery Store","Shop No. 155/1A, Kumar Crystal, Aundh",411027,"Pune","Maharashtra",2
"MIT Rd","Grocery Store","Dhanlaxmi Super Shopee","4f22c9fee4b0b2f98db2ad74",18.52319512,73.81805582,"Near Bedekar Ganpati Mandir (MIT Road)","Grocery Store","Near Bedekar Ganpati Mandir","null","Pune","Maharashtra",2
"Wanowrie","Supermarket","Reliance Fresh","4b65119af964a5208fe22ae3",18.48179108,73.89805016,"Groud Floor Ling Field Plaza, Beside Cafe Coffee Day (Salunkhe Vihar Road, Wanowrie)","Supermarket","Groud Floor Ling Field Plaza, Beside Cafe Coffee Day",411022,"Pune","Maharashtra",0
"G K Lord's","Grocery Store","More","4bff581e10899c740c7015c5",18.59488485,73.7879162,"G K Lord's (Shivar chowk, Pimple Saudagar)","Grocery Store","G K Lord's","null","Pune","Maharashtra",1
"Hadpsar I.E. � � �","Department Store","Star Bazaar","520e240e11d299662512b966",18.51911972,73.93109702,"Seasons Mall, Magarpatta City (Hadapsar - Kharadi Bypass,Taluka Haveli)","Department Store","Seasons Mall, Magarpatta City",411013,"Pune","Maharashtra",0
"Aundh","Grocery Store","Kumardhara Traders (Coffee Merchants)","4d046b8f26adb1f79cb0d270",18.55770272,73.80506247,"Aundh, next to Chitale Bhandu","Grocery Store","Aundh, next to Chitale Bhandu","null","Pune","Maharashtra",2
"Bibvewadi � � � �","Grocery Store","Sirvi Bandhu","51a1c9e6498e3fa34a766cc2",18.47665412,73.87242104,"Indrayani Randive Marg (Near Sirvi Bandhu Mithaiwale)","Grocery Store","Indrayani Randive Marg",411037,"Pune","Maharashtra",2
"Dhayari � � � � �","Grocery Store","D Mart","597af5070457b7329b6bc189",18.460149,73.785821,"Haveli 411041","Grocery Store","null",411041,"Pune","Maharashtra",2
"Aundh � � � � � �","Grocery Store","Bhanthia Shoppe","4dfdfcc3227185f38b99f9b0",18.56703455,73.81173732,"Aundh gaon","Grocery Store","Aundh gaon",411007,"Pune","Maharashtra",2
"Infotech Park � �","Grocery Store","Star Daily","58fcbb8950a6f05906e32fa1",18.60429,73.76025,"Yamunanagar Road","Grocery Store","Yamunanagar Road",411057,"Pune","Maharashtra",1
"Armament � � � � �","Grocery Store","Balaji Traders","5a313a8f8173cb5fda14840f",18.520916,73.77444,"shop no 1, Pebbles Soc, Beside Suryadatta College, Bavdhan","Grocery Store","shop no 1, Pebbles Soc, Beside Suryadatta College, Bavdhan",411021,"Pune","Maharashtra",2
"Aundh Camp � � � �","Grocery Store","Star Market","5c3dc179f129b50025cfc84b",18.593988,73.793365,"Pune 411027","Grocery Store","null",411027,"Pune","Maharashtra",1
"9 DRD � � � � � �","Grocery Store","Sai Grocery Store","59fea9689deb7d0d61f743ab",18.549574,73.914764,"Pune 411014","Grocery Store","null",411014,"Pune","Maharashtra",0
"Wadgaon Sheri","Grocery Store","Maruti Vegetables","4f1c0e37e4b091897a5e78df",18.56513139,73.91441082,"Datta Mandir Vadgaon Sheri, Krushna Nagar, Wadgaon Sheri","Grocery Store","Datta Mandir Vadgaon Sheri, Krushna Nagar, Wadgaon Sheri","null","Pune","Maharashtra",0
"9 DRD � � � � � �","Grocery Store","Reliance Mart","4c07cc9ec69aa5939dcb9ba2",18.55075284,73.93750877,"S No 8 Hissa 2B/2C, Near Zensar Technologies TAL Haveli, Kharadi Mundhwa Bypass (Kharadi)","Grocery Store","S No 8 Hissa 2B/2C, Near Zensar Technologies TAL Haveli, Kharadi Mundhwa Bypass",411014,"Pune","Maharashtra",0
"Sakal Nagar","Grocery Store","Anand Super Market","4f7b0564e4b0747c65d965ef",18.54638361,73.82027299,"Sakal Nagar","Grocery Store","Sakal Nagar","null","Pune","Maharashtra",2
"Gokhalenagar � � �","Grocery Store","New maharashtra house","4e717ef3d22dbd626144d067",18.52986598,73.83656568,"model colony (Deep bunglow chowk)","Grocery Store","model colony",411016,"Pune","Maharashtra",2
"Aundh � � � � � �","Supermarket","Santosh Super Market","4dd28aefd16465f3f9547adf",18.5553566,73.80610794,"Shop No.7, A-1, Chintamani Nagar (Anand Park)","Supermarket","Shop No.7, A-1, Chintamani Nagar",411007,"Pune","Maharashtra",2
"Wadgaon Sheri","Grocery Store","Fruit Vendor","4f1c0ccfe4b0d9f8b9f4be27",18.56522506,73.91433044,"Datta Mandir Vadgaon Sheri, Krushna Nagar, Wadgaon Sheri","Grocery Store","Datta Mandir Vadgaon Sheri, Krushna Nagar, Wadgaon Sheri","null","Pune","Maharashtra",0
"Aundh Camp � � � �","Supermarket","Sai Enterprises","55570971498ec3f829e8bef1",18.624932,73.868994,"Sr no 78/60, plot no b-2, a wing (Sai ambience, opp nkgsb bank)","Supermarket","Sr no 78/60, plot no b-2, a wing",411027,"Pune","Maharashtra",1
"Pimple Saudagar","Grocery Store","Labh Mart","5088c2e6e4b0f94296b0e1ad",18.5897333,73.7998309,"Planet Millennium Society","Grocery Store","Planet Millennium Society","null","Pune","Maharashtra",1
"Wakad Rd","Grocery Store","Harshwardhan Dairy","4ecd2ea86c25f61c32ad3f7d",18.6030282,73.7641452,"Wakad Rd","Grocery Store","Wakad Rd","null","Pune","Maharashtra",1
"Bibvewadi � � � �","Grocery Store","Mataji General Stores","5191c0f8498edc978f522349",18.49215508,73.86332703,"Kushaba Jhangale Rd, Maharshi Nagar","Grocery Store","Kushaba Jhangale Rd, Maharshi Nagar",411037,"Pune","Maharashtra",2
"Baner Gaon � � � �","Grocery Store","Mataji Traders","4d04778228926ea81afd6bc2",18.5766272,73.776417,"Balewadi (Balewadi)","Grocery Store","Balewadi",411045,"Pune","Maharashtra",1
"Chinchwad","Grocery Store","More","4e208f50b0fbdf9ba7a0ab94",18.63302276,73.78833414,"Chinchwad","Grocery Store","Chinchwad","null","Pune","Maharashtra",1
"Wakad Rd","Grocery Store","Krishna Super Shopee","4ecdb46df5b9832ad7322437",18.6030282,73.7641452,"Wakad Rd","Grocery Store","Wakad Rd","null","Pune","Maharashtra",1
"Viman Nagar","Grocery Store","Subji","4fd8d1ebe4b0f39d2bee0b4b",18.56280687,73.90885328,"Viman Nagar","Grocery Store","Viman Nagar","null","Pune","Maharashtra",0
"Bibvewadi � � � �","Grocery Store","arvind super market","503508bce4b04e46b7acfe48",18.47057766,73.86013188,"Near Sugandha Lawns (K.k.market Road)","Grocery Store","Near Sugandha Lawns",,"Pune","Maharashtra",2
